relpath	family	optype	label	topic	text
DAT/jsonDAT/example1	DAT	jsonDAT	JSON	extract element	extracting for Lord of the Rings. each json* does a bit more than the previous one. A single . tries for an exact match. A double ..does a search for keys that match. json10 tales the result of the JSONPath Filter, which is a list, and selects the third member of the list.
DAT/jsonDAT/example2	DAT	jsonDAT	JSON	extract parts	json1 takes its input and interprets it as JSON, outputs the JSON as its DAT text output, and creates .source as a JSON object that you can reference anywhere else. json2 outputs its input filtered using a filtering system called JSONpath. It outputs a list of results which by default is the entire input. eval1 shows that json1 also creates a dictionary of the full JSON that can be used anywhere uaing the .source member of the JSON DAT. Here it gets the store's second book's author. json3 uses the Filter to get all books of the store. json4 gets the list of books priced over 9. Note for floating point numbers you need to put a digit after the decimal point in the filter. See the JSON DAT wiki page for more examples of filter queries. json5 shows that the text output can be filtered more using an expression. me.results is a list of all the query results. same as json4. json6 picks out the second result. json7 shows that me.result is the first result in the list, so you see no [ ]. Finally json87 uses the Expression to get the price of the first book it filters. eval3 shows that the member .results is accessible as a dictionary of the filtered data. eval4 does something similar on the first result .result. The JSON DAT selects from the store book array the books with price greater than 9. The JSON DAT will return an array of all results. In this case there are two books with price greater than 9.
DAT/jsonDAT/example3	DAT	jsonDAT	JSON	filters	"""""""The expression parameter can be used to output specific expression to the JSON DAT. json1 doesn't use a filter and instead grabs the header element directly from the parse json (me.jsonObject) json2 and json3 have the same result except json2 is using a filter to extract the result and json3 is manually selecting it via the parse json object. The filter on json2 searches for the """"""""items"""""""" array from the root (""""""""$"""""""") using """""""".."""""""" -- So, $..items will return an array of all items. Then we filter out items in the array using the expression. An expression is denoted by a """"""""?"""""""" followed by parentheses containing the expression. Our expression in this case is """"""""@.id==Find"""""""" which fill select out any elements in the array with id equal to """"""""Find"""""""". Expressions iterate over all the elements and apply the expression -- @ refers to the current element being looked at. The filter will return an array so we use the expression me.result to grab just the first result. json4 simply selects menu from the parse json object."""""""
DAT/jsonDAT/example4	DAT	jsonDAT	JSON	more filters	"""""""This example demonstrates different filtering techniques using JSONPath Filter. json1 applies an expression """"""""@.officialLanguages.`len`>1"""""""" to the divisions and filters all that don't return true. officialLanguages is the key for the value, then it's length is retrieved using `len` to compare. """""""".name"""""""" is added at the end of JSONPath Filter because we only want the names. json2 is similar to json1 except we want to grab all the divisions of type Territory. json3 adds an extra step of a multi-part expression. We want all the provinces with population less than a million. To do this we check the type is Province and the population is less than 1000000 json4 will recursively search from the root for all capital keys. The recursive search is denoted by"""""""".."""""""""""""""
DAT/jsonDAT/example5	DAT	jsonDAT	JSON	chain filters	This takes the output of a JSON DAT and filters it further with another JSON DAT.
DAT/jsonDAT/example6	DAT	jsonDAT	JSON	hold last valid data	If the JSON DAT is being fed with different types of messages, and you want it to listen only to one of them, then to avoif it dropping its output when it gets another type, you can turn on the Hold Last Non-Empty Results toggle, and it will keep its output until it gets another message that matches its filter. Turn switch1 from 0 to 1 to 2 to 0, etc and see the json*_hold DATs holding on to their data.
DAT/jsonDAT/example7	DAT	jsonDAT	JSON	make a table from json	"""""""examples of converting from JSON to a table by setting the Output Format to Table. json1 - finds """"""""menuitem"""""""" and generates columns for """"""""value"""""""" and """"""""onclick"""""""". Be aware in all examples of how the menu paramter Output is set - sometimes First Result, and sometimes Filter Results (multiple items in a list). You need to get more familiar with https://docs.derivative.ca/JSONPath, which will help you pull JSONs apart. The example in json2 pulls out everything with a key of """"""""sellorders"""""""". It is a list of dictionaries. [ { ... }, { ... } ]. json2 can convert that to a table. json2 has the keys """"""""price"""""""", """"""""quantity"""""""", """"""""total"""""""" in each dictionary, so the column headings are those names. json4 does all of json2 and json3 condensed in one JSON DAT. Again, watch the Output menu - It is usually """"""""First Result"""""""" when a list contains only one element, or """"""""Filter Results"""""""" when it's a whole list. The JSON DAT can convert lists of lists, lists of dictionaries, dictionaries of lists, amd disctionaries of dictionaries."""""""
DAT/jsonDAT/example8	DAT	jsonDAT	JSON	table from multiple filters	json7 looks for 2 keys and merges them into one table. syntax for multiple filters: $.store['book','magazine']
DAT/jsonDAT/example9	DAT	jsonDAT	JSON	CHOP to JSON in a DAT	This doesn't depend on the JSON DAT but it's a useful example to convert CHOP channels into a valid JSON. The JSON DATs just illustrate the json_out's validity. The File Out writes the JSON in the DAT to a file.
DAT/keyboardinDAT/example1	DAT	keyboardinDAT	Keyboard In	control Geo Text COMP from keyboard	"""""""The Keyboard In DAT lists the most recent key events in its FIFO (first in/first out) table. There is one row for every key press down and every key-up, including Shift, Ctrl and Alt, with distinction between left and right side. For convenience, with each key press, a column indicates if the Shift, Ctrl and Alt were being held down at the time. In this example all keypresses are handled via Python callbacks in the """"""""keyboardin1_callbacks"""""""" DAT. In its OnKey callback function, the name of the key is in the argument """"""""key"""""""", and is used to set the text parameter of the Geo Text COMP. Also fontcolor is set depending on which key is pressed. How to test: press the arrow keys or numeric keys 1-5 on your keyboard. Also test shortcuts by holding Left Control with numeric keys 1-5. Note the use of """"""""parameter groups"""""""" in the script, which is an alternate way to set a related group of parameters in one line: op(""""""""geotext1"""""""").parGroup.fontcolor=[0,0.7333,1]"""""""
DAT/lookupDAT/example1	DAT	lookupDAT	Lookup	lookup by number	The Lookup DAT outputs values from a lookup Table. The first input is an index into the second input. The Lookup DAT allows you to select rows from its second input by referencing data either via row/column indices or row/column names. Indexes can be repeated in the index table. Idzard Kwadijk kwadijk@idzard.com
DAT/lookupDAT/example2	DAT	lookupDAT	Lookup	lookup by name	"""""""For each cell in the first column of table_index, replace it with the row in table_data that has the same cell in its first column. This is one way of re-ordering rows or columns. In lookup2, you are not looking into the first column of table_data2, you are looking in the column with the header """"""""nodex"""""""". In table_index3, you are not including the header name """"""""color"""""""", but in lookup3, you are including the header of table_data3 using """"""""Include Header""""""""."""""""
DAT/mergeDAT/example1	DAT	mergeDAT	Merge	text	These two examples merge these two Text DATs by row and by column.
DAT/mergeDAT/example2	DAT	mergeDAT	Merge	collapse	These examples demonstrate how to collapse either Rows or Columns.
DAT/mergeDAT/example3	DAT	mergeDAT	Merge	cell	This example collapses all cells into one.
DAT/mergeDAT/example4	DAT	mergeDAT	Merge	selecting	This example selects all tables whos names start with 'table' and then appends all of their rows into 1 table.
DAT/midiinDAT/example1	DAT	midiinDAT	MIDI In	use table to drive parameters	"""""""This uses a mapping table to change parameters based on MIDI controller messages. First, you need a MIDI device attached. Use Dialogs -> MIDI Device Mapper to Create New Mapping, and select your device from the menu under In Device. Make sure the Device ID parameter of the MIDI In DAT matches the ID of the MIDI Device Mapper. (See wiki and Dialogs -> MIDI Device Mapper) There are several ways to map MIDI messages to parameters, but here, add a row in 'map' for each controller, where the first column contains a name combining the channel and controller numbers as shown. ... ch1ctrl3 for example. The """"""""op"""""""" column is the path to the operator to modify, and the """"""""par"""""""" column is the parameter name to change. The """"""""channel"""""""" and """"""""ctrl"""""""" columns are not used in this example. The 0-127 range of the MIDI controller value is re-ranged to 0-1, then to the """"""""low"""""""" to """"""""high"""""""" range, then written to the parameter. You can change built-in parameters (pattern1) or custom parameters (base1)."""""""
DAT/midiinDAT/example2	DAT	midiinDAT	MIDI In	midi messages per second	See the first example for setup. In this example, for every MIDI message, the constantCount goes up by 1. slope1 gives the number of MIDI messages per second, averaged over the last .2 seconds (the Filter CHOP filter width). MIDI In DAT is similar to MIDI Event CHOP, which doesn't need a setup in the MIDI Device Mapper.
DAT/multitouchinDAT/example1	DAT	multitouchinDAT	Multi Touch In	simple events	"""""""The DAT often gets fed right into a Render Pick DAT, but here the events are processed. Also to operate 2D gadgets like Slider and Button components, you don't need to include a Multi Touch In DAT - they operate automatically. See also the Multitouch example in the Palette. The """"""""callbacks"""""""" DAT attached to mtouchin sets the """"""""text"""""""" parameter of the Text TOP."""""""
DAT/multitouchinDAT/example2	DAT	multitouchinDAT	Multi Touch In	pick instance	Here we have a highly simplified example of a Render Pick DAT. Here the Render Pick DAT is returning the number of the instance of the rendered geometry. This value is then passed from the DAT to a Text TOP. This particular set-up is not ideal for a project, but helps to illustrate the power of the Render Pick DAT. You might imagine a situation where you used this method to change the color of the selected geometry in order to help a user see how they're interacting with a 3D scene.
DAT/opexecuteDAT/example1	DAT	opexecuteDAT	OP Execute	op execute	This example is run everytime the operator box1 is changed. Look at the Textport and change anything on box1, pars, flags, rename it, delete it, etc. Depending on which functions you turn on in the OP Execute DAT, that could range from flag changes, wiring changes, name changes, etc.
DAT/opfindDAT/example1	DAT	opfindDAT	OP Find	find type	simply find OPs of a certain type. Here it finds all CHOP Execute DATs in this project starting from /. Then Audio Device Out CHOPs from the home of Snippets.
DAT/opfindDAT/example2	DAT	opfindDAT	OP Find	secondary table of nondefaults	This looks for Transform TOPs where the tx, ty, sx and sy parameters are non-default and makes a table containing their current value in one row per parameter. Note that the OP Find DAT is creating one row per OP which is normal, but the callbacks script is creating, for each OP, a variable number of rows in gather1. This illustrates how OP Find can build more complex data structures as it's crusing the hierarchy.
DAT/opfindDAT/example3	DAT	opfindDAT	OP Find	opname	Find based on operator name.
DAT/opfindDAT/example4	DAT	opfindDAT	OP Find	search text	Find read* Text DATs and select based on operator search string in text. The OP Find's Component parameter is set to look at CHOPs only to prevent theis example searching itself, which should be avoided.
DAT/opfindDAT/example5	DAT	opfindDAT	OP Find	find tags	Find OPs with specific tags. For each OP found, open up teh tags field by pressing the Show Tags button on the Parameter dialog.
DAT/opfindDAT/example6	DAT	opfindDAT	OP Find	order by node network position	The order of the operators that are found can be set to be the horizontal order, for example, by making a column containing .nodeX, then using the Sort DAT to re-order the rows. Test by moving the nodew left and right in the network. This can be used to order a playlist, for example.
DAT/oscinDAT/example1	DAT	oscinDAT	OSC In	sending messages	This example sends the value of lfo1 when you click the Send button. This message will be sent and recieved over OSC and UDP.
DAT/oscinDAT/example2	DAT	oscinDAT	OSC In	osc	Right click and Run 'test_sendOSC'. This example will send sample data formatted in OSC.
DAT/oscinDAT/example3	DAT	oscinDAT	OSC In	terminators	This example sends different sample messages with different terminators via UDP.
DAT/oscinDAT/example4	DAT	oscinDAT	OSC In	bytes	This example sends different formatted bytes via UDP.
DAT/oscoutDAT/example1	DAT	oscoutDAT	OSC Out	simple	Go to OSC In DAT
DAT/panelexecuteDAT/example1	DAT	panelexecuteDAT	Panel Execute	mouse wheel and keys	Panel values for mouse wheel and keys can only be captured by Panel Execute DATs because they toggle the value back to 0 in a single frame. Turn Use Mouse Wheel on in a Panel COMP to enable the panel to handle the mouse wheel.
DAT/panelexecuteDAT/example2	DAT	panelexecuteDAT	Panel Execute	button	This example's function runs both when the button's state goes from On to Off, and when the state goes from Off to On. When the state goes on, the function writes a 1 into the table, and when it goes off, it writes a 0.
DAT/panelexecuteDAT/example3	DAT	panelexecuteDAT	Panel Execute	panel value	Using the panelValue that is passed to the function when it is run allows us to figure out where the panel was last pressed. Values are updated in a table.
DAT/panelexecuteDAT/example4	DAT	panelexecuteDAT	Panel Execute	slider	The panelValue variable is useful for getting slider values directly from a panel.
DAT/panelexecuteDAT/example5	DAT	panelexecuteDAT	Panel Execute	to textport	This example prints all the different functions as well as the panel's value directly to the Textport.
DAT/parameterDAT/example1	DAT	parameterDAT	Parameter	all parmeter info	select Built-in parameters and all columns to see full definition of the node's parameters.
DAT/parameterexecuteDAT/example1	DAT	parameterexecuteDAT	Parameter Execute	two way	Changing the slider will change the Period parameter of wave1 by panelexec1. Changing the Period parameter by hand will change the slider using .click() in parexec1.
DAT/parameterexecuteDAT/example2	DAT	parameterexecuteDAT	Parameter Execute	parameter exec	This example will run everytime a parameter of box2 is changed. Open the Dialogs -> Textport and operate the wiggleMe slider to see messages printed in the textport. Then try changing parameters, adding expressions, and adding exports.
DAT/pargroupexecuteDAT/example1	DAT	pargroupexecuteDAT	ParGroup Execute	parameter group execute	Changing any of the 2 parameters of the size parameter group of rectangle1 will call the ParGroup Execute callback just once.
DAT/pargroupexecuteDAT/example2	DAT	pargroupexecuteDAT	ParGroup Execute	parGroup changes as list	"""""""With the ParGroup Execute DAT's Callback Mode being set to """"""""Combine ParGroup Changes as List"""""""", the ParGroup Execute is only called ones per frame no matter how many paramater groups have been changed."""""""
DAT/poptoDAT/example1	DAT	poptoDAT	POP to	POP to DAT to POP	
DAT/renderpickDAT/example1	DAT	renderpickDAT	Render Pick	render pick	This example demonstrates how to use a Render Pick DAT in a simple way without coding anything in the callbacks DAT docked to the Render Pick DAT.. Click on the rotating geometry to relocate the texture. Go inside the render_pick component, and you'll see the Panel CHOP feeding the Render Pick DAT the necessary UV coordinates needed to acquire mapu and mapv coordinates to translate the texture. See also the Multitouch example in the Palette.
DAT/renderpickDAT/example2	DAT	renderpickDAT	Render Pick	render pick scripted interactions	"""""""This does simple interactions with geo_box, geo_torus and geo_spots. It is controlled by renderpick1_callbacks. In onEvents() every frame you get a list of events for that frame so you can deal with them all at the same time. For the box, when selected (mouse click on the object), it triggers an action that grows the box via trigger1. For the torus, when you click on it (selectStart), it stores the current screen U V, and the current geo_torus position (X and Y only) on the parameters of the OP """"""""states"""""""". Then in subsequent frames while geo_torus is still selected, you take the change in the cursor U and V and move the torus to a new location by writing to its parameters. In this way you can move the torus by simply changing its tx and ty paramters when Render Pick is not dragging it around. geo_spots get their colors changed when you click-drag on them. It uses the instance id of each spot. Unlock and lock null_mod to return to all-white. On geo_spots, it get its positions from pattern1 and colors from null_mod. Rainbow colors generated with hsvrgb1 treating RGB as hue, saturation, value. See in the Palette under Techniques, the multiTouch example which deals with dynamics and multi-finger interactions."""""""
DAT/reorderDAT/example1	DAT	reorderDAT	Reorder	reverse	This reverses the order of the incoming DAT.
DAT/reorderDAT/example2	DAT	reorderDAT	Reorder	specified order	This example has had its rows reordered by name.
DAT/reorderDAT/example3	DAT	reorderDAT	Reorder	replace	This examples replaces row 1 with row 0, and does so by index.
DAT/reorderDAT/example4	DAT	reorderDAT	Reorder	specified order index	This functions similarly to specified order by name, except that you order your input by index.
DAT/reorderDAT/example5	DAT	reorderDAT	Reorder	repeating	You can repeat indices at free will by entering them more than once into the 'Order' field.
DAT/scriptDAT/example1	DAT	scriptDAT	Script	common	Common things to create tables, modify, and add rows and columns that are composed from other cells.
DAT/scriptDAT/example2	DAT	scriptDAT	Script	copy input and iterate rows	Copy the input table and then iterate over the rows.
DAT/scriptDAT/example3	DAT	scriptDAT	Script	iterate input rows	In the first case, for each row of the input, create a new row for the output. In the second case row 1 to 5, column 'col1' is summed. The first uses: for r in range(1,table.numRows): r is a row integer to access the input table. The second uses: for row in table.rows(): row is a list of cell in a row. The first way of going through rows is more flexible because you can use any range of rows - it's starting at row 1 in this case. It's also better as you can access the column by name, which you can't in the second methof,
DAT/scriptDAT/example4	DAT	scriptDAT	Script	random	"""""""Right click and """"""""Force Cook"""""""" the Script DAT to generate more random numbers. This example uses a Custom Parameter Integer slider to generate the number of rows."""""""
DAT/scriptDAT/example5	DAT	scriptDAT	Script	replace	This example will take two inputs and replace any rows in A with those found in B.
DAT/scriptDAT/example6	DAT	scriptDAT	Script	for all cells	The first Script DAT iterates over all cells and replaces each string with its length. Then second Script DAT iterates over all cells of the first input and compares with the corresponding cell of the second input.
DAT/scriptDAT/example7	DAT	scriptDAT	Script	exclude	This example appends all the rows in the input except rows containing a word in the Custom Parameter named 'Exclude' on the 'My Parameters' page in the Script DAT. The 'Exclude' custom parameter takes a string as input, which in this case is a comma-separated list of words to exclude.
DAT/scriptDAT/example8	DAT	scriptDAT	Script	shuffle	This example shuffles the contents of each cell using the seed value found in the 'Seed' Custom Parameter on the 'Custom1' Parameter Page.
DAT/selectDAT/example1	DAT	selectDAT	Select	select by wiring or by reference	You can select by wiring in, or using the parameter which lets you select from anywhere.
DAT/selectDAT/example2	DAT	selectDAT	Select	select all cells	This example selects all of the table.
DAT/selectDAT/example3	DAT	selectDAT	Select	select by index	You can pick out specific regions you'd like to select using the index, or the index range.
DAT/selectDAT/example4	DAT	selectDAT	Select	select by name	You can pick out specific regions you'd like to select by referring to the row name and/or the column name.
DAT/selectDAT/example5	DAT	selectDAT	Select	selet by values in cells	You can pick out specific regions you'd like to select by value.
DAT/selectDAT/example6	DAT	selectDAT	Select	selet non empty rows or cols	Using the pattern '?*' you can select all non-empty cells.
DAT/selectDAT/example7	DAT	selectDAT	Select	select from outside network	"""""""Select DATs become even more useful when you need to use information in another part of your network, as it saves extra wiring that would otherwise make a mess. The Select DAT is inside """"""""selecting"""""""". Note that the viewer of """"""""selecting"""""""" is set to be the OP Viewer of the DAT isnide """"""""selecting""""""""."""""""
DAT/selectDAT/example8	DAT	selectDAT	Select	select first row greater than value	"""""""This example cuts away the first part of an ordered DAT table. You want the first row to be the one whose value in column 1 is greater than a certain threshold value, held in """"""""now"""""""". In other words, you are discarding all rows whose value is less than a threshold, and looking at the remaining first row. Assuming your rows are sorted, which you can do with the Sort DAT. In the Select DAT, with Select Rows set to By Condition, you need to choose which column you are testing, so put 1 in From Column. Then you put this in the Row Select Condition parameter that tests column 1 in every row: float(me.inputCell.val) > op(‘now’)[0] me means select1. me.inputCell is the cells in column 1, and you need to put .val because you want the string value in each cell, then convert to a floating point number. You compare that to the value in the channel of """"""""now"""""""". The CHOP """"""""next"""""""" gets column 1 of row 0 of select1."""""""
DAT/selectDAT/example9	DAT	selectDAT	Select	select every Nth row	"""""""This keeps every Nth row by putting an expression in the Row Select Condition that uses the .row member of the me.inputCell object. Here N is 4. % is the """"""""modulus"""""""" operator and when it's %4, for rows starting from 0, 1, 2, 3, 4, 5, 6, 7, 8, 9... the modulus gives 0, 1, 2, 3, 0, 1, 2, 3, 0, 1.... Here we compare to see of it is == 1, so it takes the second row (row 1), the 6th row (row 5), the 10th (row 9), etc."""""""
DAT/serialDAT/example1	DAT	serialDAT	Serial	serial	This examples take a serial input and changes it to CHOP values. This example specifically had two values input simultaneously, and using a Convert DAT to split the values at every period, we're able to get an integer representing each value.
DAT/soptoDAT/example1	DAT	soptoDAT	SOP to	roffset points with table	This example uses a SOP to DAT to offset points of the SOP with values in a table, one row per point in the SOP.
DAT/soptoDAT/example2	DAT	soptoDAT	SOP to	replace points	This example uses a SOP to DAT to randomize the life span of the particle system. Using all the point information from the SOP to DAT, we isolate life(1), and use an Evaluate DAT to add noise to each individual point position. We then use a DAT to SOP to apply the new life span values.
DAT/sortDAT/example1	DAT	sortDAT	Sort	sort basics	To sort a table so that Column 1 is sorted first, and then column2 is sorted second etc, chain sort DATs so that the first DAT sort the last column, second DAT sort the second last column, etc, and the last DAT sorts the first column. AlphaNumeric sort will sort a1, a2, a11 correctly, treating the digits as number, where as Alphabetical will sort it into a1, a11, a2. Numeric sorts will treat all non digits as 0.
DAT/sortDAT/example2	DAT	sortDAT	Sort	sort first/last name	To sort based on first and last name together, join 2 columns and sort the result. Two ways to do it.
DAT/substituteDAT/example1	DAT	substituteDAT	Substitute	substitute	A simple substitute example changing a symbol for TouchDesigner.
DAT/substituteDAT/example2	DAT	substituteDAT	Substitute	numbers	A simple example changing 1 2 3 to 3 4 5.
DAT/substituteDAT/example3	DAT	substituteDAT	Substitute	scope	This example substitutes the letter 'e' for the letter 'a', but its scope is only set to the second row of the table.
DAT/substituteDAT/example4	DAT	substituteDAT	Substitute	case sensitive	This example is set to replace 'A' with the letter 'e'. With case-sensitivity On, this will only affect the upper case A, whereas without case-sensitivity, the whole first column would be changed to 'e'.
DAT/substituteDAT/example5	DAT	substituteDAT	Substitute	replace path	THis changes the start of a path name to another path, like you would do when moving media to another location. NOTE: See also the Evaluate DAT, and also python has plento of string manipulation tools.
DAT/substituteDAT/example6	DAT	substituteDAT	Substitute	second input	When this wasn't documented, somehow Mathew Ragan found out this is possible - put a table in the second inpt that lets you do several substitutions. Matthew Ragan
DAT/switchDAT/example1	DAT	switchDAT	Switch	switch	The Count CHOP that is triggered by the LFO, is changing the index of the Switch DAT, which selects a different input to pass as an output.
DAT/tableDAT/example1	DAT	tableDAT	Table	table	You can put values into individual cells of a table by making its viewer active (clicking the plus in the bottom right corner of the operator), and clicking in a cell.
DAT/tableDAT/example2	DAT	tableDAT	Table	size	You can set your exact table dimensions ahead of time via the 'Exact Dimension' parameter.
DAT/tableDAT/example3	DAT	tableDAT	Table	run script	Right click and 'Run' these Text DATs
DAT/tableDAT/example4	DAT	tableDAT	Table	fill table with expressions	On the Fill page you can specify rows and columns and fill them with values, including col/row headings.
DAT/tcpipDAT/example1	DAT	tcpipDAT	TCP/IP	terminators	Right click and Run 'test_send'. It will send some strings with different terminators through 'tcpip2', the server, to 'tcpip1', the client.
DAT/tcpipDAT/example2	DAT	tcpipDAT	TCP/IP	bytes	Right click and Run 'test_send1'. This example sends bytes in a few different ways, including using the Python struct module.
DAT/tcpipDAT/example3	DAT	tcpipDAT	TCP/IP	remote copy a network	"""""""This uses the .saveByteArray() function to convert a component into a byte array that is basically a .tox file in-memory. (See also the Touch Out DAT.) On the receiving side of a TCP/IP link, it re-creates the same compomnent using .loadByteArray(). Right-click on sendScript and select """"""""Run Script"""""""". Inside base1 it re-created myComp. Look at the textport to see what happened. This example doe not update a remote component, it just deletes what was there and re-creates anew. A tool like RCP (Rabbit Control Protocol) (see palette) does remote parameter updating and sync between 2 apps updating the same parameters, Apparently messages over TCP/IP may not be received as complete messages, so this should be improved to include that."""""""
DAT/textDAT/example1	DAT	textDAT	Text	run	Right click and 'Run' these Text DATs
DAT/touchoutDAT/example1	DAT	touchoutDAT	Touch Out	touch out - touch in	The Touch Out DAT sends its contents to the Touch In DAT every time it changes.
DAT/touchoutDAT/example2	DAT	touchoutDAT	Touch Out	recreate remote component	This converts a component to a byte array (an in-memory representation of a .tox file) and sends it to a remote machine (localhost here) and then recreates the component on the remote system. saveByteArray() returns a binary array and because DATs only contain strings, it's converted to an ascii string using base64. It sticks the string inside a b'xxx' wrapper, so that has to be stripped off. A tool like RCP (Rabbit Control Protocol) (see palette) does remote parameter updating and sync between 2 apps updating the same parameters. Search for RCP on derivative.ca.
DAT/transposeDAT/example1	DAT	transposeDAT	Transpose	column to row	Changing a column to a row.
DAT/transposeDAT/example2	DAT	transposeDAT	Transpose	row to column	Changing a row to a column.
DAT/transposeDAT/example3	DAT	transposeDAT	Transpose	transpose table	If you transpose a table, you are flipping the contents.
DAT/udpinDAT/example1	DAT	udpinDAT	UDP In	udpin	Go to OSC In DAT
DAT/udpoutDAT/example1	DAT	udpoutDAT	UDP Out	simple	Go to OSC In DAT
DAT/webclientDAT/example1	DAT	webclientDAT	Web Client	web client	Click the Request parameter in the operator 'webclient_derivative', to pull down the source code of the Derivative website.
DAT/webclientDAT/example2	DAT	webclientDAT	Web Client	derivative docs	In this example the url encoded attribute for the url is passed in as a name/value pair through the second input of the Web Client DAT. It's equivalent to https://docs.derivative.ca/index.php?title=Web_Client_DAT Click Request. Turn Active on
DAT/webclientDAT/example3	DAT	webclientDAT	Web Client	nasa on the station news images	This example fetches an rss xml feed from nasa, parses the xml data and extracts an image url as well as a headline using the onResponse callback of the Web Client DAT.
DAT/webclientDAT/example4	DAT	webclientDAT	Web Client	images from web	"""""""This example gets images from a web page. Press the Request button. data is the data text coming from the web page, decodes with data.decode as a text string. """"""""re"""""""" is a python library that deals with regular expressions. It creates a list of strings that match the pattern, looking for strings that have """"""""img*src"""""""" tags in them, looking for lines like this: <img class=""""""""svg-img"""""""" src=""""""""https://derivative.ca/sites/all/themes/derivative2017/logo.svg"""""""" images is a list of lists, and img's second element is the path to the image file on the internet."""""""
DAT/webclientDAT/example5	DAT	webclientDAT	Web Client	concurent asynchronous requests	Concurent asynchronous requests are possible with the WebClient DAT - all requests are asynchronous. In this example, we are relying on Postman's public testing API. Open a textport (alt+t) and click buttonMomentary. Notice the two first debug lines. We can see that two requests, with different IDs are being sent on the same frame. The IDs allow users to match easily asynchronous requests that were sent on the same frame with one or multiple response(s) being received when there is no guarantee we'd get an answer and / or they could arrive at different times. Notice the two next debug lines. We can see that two responses, with different IDs where received. You can match the IDs easily with what response is the response to which request. Note that in some cases, the Frame number at which a response is received could be different between both reponses. Note that the whole cycle of requests / responses didn't cause any blocking frames. Lastly, note the new WebClient DAT Output page parameter named Clamp Output as Rows: the Request Table mode allows you to see all requests and responses.
DAT/webclientDAT/example6	DAT	webclientDAT	Web Client	web client tabe data	webclient1_callbacks puts the data part of the request as a JSON, stripping off the header, as text of json1. On the JSON DAT, changing Output to First Result, and Output Format to Table give a DAT in table format.
DAT/webserverDAT/example1	DAT	webserverDAT	Web Server	server socket update	"""""""connect to the server via port 9980, for example use localhost:9980 in your web browser for testing on the same computer this example is running on. the webpage will display the same data as the showCooks component and update the graph The website connects to the server and pulls all required libraries via the libs component. Also a websocket connection is estabished which allows the webserver to send data to the webpage. The webpage also communicates back to the server via the """"""""Update Frequency"""""""" radio buttons."""""""
DAT/webserverDAT/example2	DAT	webserverDAT	Web Server	return images	connect to the server via port 9980, for example use localhost:9980 in your web browser for testing on the same computer this example is running on. the server will create a random image and send it to the client.
DAT/webserverDAT/example3	DAT	webserverDAT	Web Server	authentication	the server expects basic authentication. turn on Basic Authentication in the webclient to retrieve the installation folder of TouchDesigner.
DAT/websocketDAT/example1	DAT	websocketDAT	WebSocket	websocket	Right click and run 'runMe'. This example sends 2 messages out of websocket1, to ws://echo.websocket.events/, which will mirror those same messages back to the Websocket DAT. These messages get written to 'results'.
DAT/xmlDAT/example1	DAT	xmlDAT	XML	parsing	This example pulls raw weather data from Yahoo.com, and parses out the 5 day forecast and city into easily legible tables. To use, change the last 5 digits in the URL of web2 to your zip code, then click 'Submit and Fetch'. Note how the forecast table is then turned into CHOP channels. These channels can be used easily for data visualizations.
DAT/xmlDAT/example2	DAT	xmlDAT	XML	xml	This example parses this dummy XML filled with information about books into a legible and organized table.
MAT/depthMAT/example1	MAT	depthMAT	Depth	hide geometry	"""""""The Depth Only MAT can be used to prevent objects from being drawn by making an invisible barrier in Z. To see the effect, change the index parameter of the """"""""switchMaterial"""""""" node to 0. This will apply the Depth MAT instead of the blue Wireframe MAT to the animated Grid SOP."""""""
MAT/glslMAT/example1	MAT	glslMAT	GLSL	GLSL from phong or PBR	A basic GLSL shader can be created by setting up a Phong or PBR material, and outputting the equivalen shader by pulsing the Output Shader... parameter.
MAT/glslMAT/example2	MAT	glslMAT	GLSL	GLSL instance	"""""""This randomly chooses from a set of textures rendered on an instanced rectangle. 1. The textures stay in their original format (2D), less memory, less work than building a 3D texture first. 2. The textures can be different resolutions. 3. The textures can be changing (such as be movies) without a performance penalty that would be caused by rebuilding a 3D texture. Notice the usage of vVert. The instanceID is passed through to the pixel shader and that is used to decide which texture to access, via TDIntanceTexture(). The """"""""positions"""""""" Noise TOP is a cheap way to generate a semi-structured point cloud where RGB is treated as XYZ. See the Geo Text COMP for rendering 3D tet without textures."""""""
MAT/glslMAT/example3	MAT	glslMAT	GLSL	geometry shader	texturing: 1. The textures stay in their original format (2D), less memory, less work to build the 3D texture 2. The textures can be different resolutions 3. The textures can be changing (such as be movies) without a performance penalty caused by rebuilding the 3D texture Notice the new usage of vVert. instanceTextureHandle in the shaders, as well as the Instance Textures parameter being filled in on the Geometry COMP ‘Instance 2’ page.
MAT/glslMAT/example4	MAT	glslMAT	GLSL	GLSL #include	include code from other DATs
MAT/lineMAT/example1	MAT	lineMAT	Line	basic lines	Line MAT gives solid line rendering. This is a basic render setup. Play with the Line MAT parameters on Setup and Line pages, like width near/far, colors, cap types, Translate geo1 in Z for depth effect. Rendered line widths are not intended to be depth-correct: this gives more user control. (set Depth Interpolation Model to Inverse Distange to get depth-correct) Lights have no effect. Colors are based on near-far colors and points' distance from camera. Most SOP viewers are set to Wireframe (w). Things to try: - near-far color/width tapering controls - end caps - joints - Points, Vectors
